cid,Efficacy
17190154,
950916,63.039
1493877,
6860797,
6859101,
6887052,
6858322,
12005769,
1724273,
4358077,
3663463,
1910833,
12005770,
12005771,
12005772,
12005773,
3618128,
3734474,
3784851,
3773843,
3703002,
5146955,
1539561,
135418651,
12005774,
3526228,100
4371557,
4562565,
1839434,
5917798,
1875026,
135517152,
6866140,104.898
1867285,100
1866445,
1846698,60.8881
5917644,29.799
3782650,38.0359
1741673,
1621350,
5927831,
12005775,
4554209,
3905734,
1623260,
12005776,
6520144,
6406993,62.5601
1236940,
1997919,
1998020,
3617623,
1400355,
3738549,
3730021,
1966177,
1920722,
1100365,
1920868,
1918140,
12005777,
12005778,
1585699,
1634708,
1921446,
1868423,
1922551,
4296775,
3730284,
6888053,
3915903,40.4536
4988289,
135517153,
135517154,
6516390,
5105544,
3913781,
12005779,
822457,
5965991,60.7287
4031526,
12005780,
12005781,
1034215,
3518672,
6516057,
9559717,
5775810,
1996694,
1847206,
1846252,
76258,
1846994,
4589876,
6230690,
4691858,
135493381,
5992823,
3716225,
1842435,38.286
5133646,
6889118,
3879592,
2012042,
4039456,
6052797,
4359400,
6535755,
12005783,
1963338,54.42
12005784,
12005785,
921563,58.717
4638016,
12005786,
4888861,
6510725,46.4569
5192726,
1910160,
3562364,66.9343
4358756,
12005787,
3791787,
6861695,
674281,
1260556,
632725,
3122903,
1040844,
4371781,
79222,
1270613,
1880447,
1943581,
1998253,
587838,
135450487,
135517155,
5238865,
737146,
4617712,53.8352
3953264,
12005788,
4292700,
4526046,
4250425,
4462519,
4547904,
3395368,
3294285,
1725452,
4188570,34.2427
135517156,
3319171,
135408541,
135517157,57.1084
5065245,
12005789,
4191915,
12005790,28.8509
7218011,
4212936,
12005791,
12005792,
3275623,
4250427,
12005793,
7197378,
7197476,
3275624,53.8161
4054040,
2148504,
7150696,
12005795,
12005796,
7197555,
12005797,
4054041,
12005798,
135517158,
4462553,
12005799,
12005801,
4233072,36.0418
9622904,
9678642,
7217940,
12005802,
4111114,
4162672,
7197387,
4127757,
4653419,41.8524
12005803,
135517159,
2143089,
1416738,
4152246,
135444983,156.028
2145299,
992531,45.0519
12005804,
2892892,39.7717
9646475,
4656795,
12005805,
9607316,
4684670,
4068843,
12005806,
12005807,
9629821,
9611831,
4155209,100
4899674,
1617205,
5123570,
12005808,
2143065,
16449616,
12005809,
135515364,
12005810,
4075803,
12005811,
12005812,
7150699,
12005813,
135517160,
4095818,
4167927,
4158664,49.5917
9620791,57.2723
1263311,
4108178,
12005815,
12005816,
2136283,
12005817,
3991022,
4244698,100
12005818,
6515953,
6516792,
12005819,69.998
2135407,
4137760,
4608536,
4087131,
12005820,
3443169,
5188683,
12005821,
12005822,
12005823,52.8193
7150700,
1615380,34.4111
4459716,
12005824,
2136208,
12005825,
7164124,80.7432
4419227,
1508345,
4302834,33.895
3827816,
5191568,
3507586,
1989353,
3800242,
1980183,
2005959,
3749582,
3831515,
3790779,70.7502
3585922,
2145301,
2142305,
4155562,
12005826,
135517161,
4435520,100
12005827,
12005828,
2791582,
5019487,
3408210,
3788398,
12005829,
7243578,
135488486,
7218012,
2896660,
1981782,
3652282,
7164130,71.6713
2135469,
12005830,54.3125
3480024,
4130906,
3435776,
12005831,
3812146,
3714547,
1984708,
6878120,
2041499,
12005833,
12005834,
2148762,
12005835,
7197416,
12005836,
3305174,
1653069,
989579,
1619995,
3729703,
3746188,
3632941,
3293631,
4053409,
12005837,
5140056,
7197374,
12005838,
12005839,42.2198
2148501,
7197441,32.0223
12005840,
12005841,
2148823,
12005842,
12005843,
12005844,46.4254
7197266,
12005845,
12005846,
1646845,
4156921,
1620327,49.3502
1951150,
1983385,
2012194,81.4577
3781402,
1422606,
3378381,
3838191,
3786957,
4679609,44.0182
12005847,
4233351,32.1765
135517162,41.373
2146790,
2046164,
4277062,
4054042,
12005848,
7197410,
7197248,
12005849,
2148761,59.0996
1646829,
4250426,
7197404,
4122610,
3548178,
12005850,
12005851,
7198545,
12005852,
68483,
12005853,
992550,
135449852,
4362464,
4292498,
135463790,
4986167,
9657325,
135517163,
135517164,
4620915,
4550538,
3789101,
4526399,53.6619
4337122,
5139896,39.2439
3625305,
135517165,45.4249
3250379,41.2892
3675043,
4419430,
3663783,40.106
681541,
4049585,53.6879
4112659,
3400486,36.6194
1076552,
135517166,
3309127,
3272650,
4189402,
12005854,
135517167,
4549057,
7125404,
7125403,
4121648,
3599260,
12005855,
4534237,
7750544,
5781979,
12005856,
4426756,
4449350,
5050334,
4598465,
4249680,
12005857,
9670554,
135463317,
6155001,
4133680,
3982266,
4429383,
135517168,
135493519,
12005858,
135494058,
9559376,
4048624,
12005859,
2151531,
135489967,
135500640,
6710564,
4183077,43.1161
5045364,
2148503,
2148763,
7197263,44.9884
12005861,
7080119,
4083397,39.8405
9615722,
9676657,
12005862,
5097152,
1615690,
9611893,
7189641,51.8512
4060075,42.9309
12005863,
3469947,
135517169,
4075877,
4179018,
5394853,
9680538,
5053809,
5058764,
3406748,
135517170,
4677264,
1581622,
5164450,
4100897,46.4146
6379683,
4402703,
2916362,
12005864,
4572064,
9660729,
12005865,
12005866,
4277351,47.2719
7166462,
3610556,
3291725,
9615265,
5131451,
954580,
9612529,72.5872
12005867,
4422234,
4160559,
3616514,
675453,56.2283
9678868,
12005868,
3589015,
4569416,
3485715,
2155596,
12005869,
9669453,
9652711,
3298508,
4656756,
3511051,36.8926
12005870,
7080813,
12005871,
2142309,
9634772,
12005872,
4143926,35.6166
4571186,
135517171,
9644649,
687307,
4651820,
2147302,
1616053,
1550527,
9644320,
5084318,
12005873,
3404296,
3715796,
5233936,
4092587,
2155675,
9677305,
6534627,
2149419,
3251287,49.0627
4432476,
4134429,
4463549,
4184075,
4056668,
135517172,
12005874,56.0806
12005875,
12005876,
7095925,
135517173,
7197384,
9610375,
12005877,
12005878,38.2968
12005879,
2148825,25.7857
2886497,
5076251,
1540799,
4463547,
4294969,
4088367,100
7480453,
3774350,
5173595,70.6052
6882803,
1421489,
4657786,
4317067,
3493227,
3414368,
4161015,
4192997,
3617270,42.7206
4985406,
1188153,
4450344,
12005880,
86261495,
5203987,28.8192
4426551,
4164130,
700175,
16433691,
3550924,
4360689,
3714872,
5017326,
1566181,
1263816,
4390735,
4860884,
4575279,
5086848,
1617800,
4431198,
4060083,
5000221,
4100896,
16800924,
2066824,
3615459,
3382077,
3412547,
4249681,
4080434,
4048244,
4068302,69.8257
2990246,
9635430,
1949422,
9647422,
4119704,
1829813,
1980061,
3342388,
3805150,
1993878,
4212568,
3889049,
748471,50.1569
4143679,
6462583,
2986811,
7196680,
12005883,
7206266,71.8841
2049836,
7196691,
7117403,
12005884,
7119342,
12005885,
4357595,
4517987,
7205771,
135517174,
4644206,
12005886,
7197208,
12005887,
5054993,
2134372,41.5818
5065598,
135517175,
4404202,
3600177,
4341559,
4084501,
2152382,47.1625
12005888,107.43
5113115,
3633686,37.0875
4124689,
3328135,
4460664,
12005889,
7206330,
12005890,
7205784,47.3746
12005891,
7196674,
4066411,
3658356,
12005892,
4070731,
2147110,68.3582
2140191,
2139924,
2139625,
4131526,
2140190,
12005893,
5048787,61.8195
12005894,
12005895,
4906535,
4568142,
7243515,
12005896,
3251012,
9558596,
3268361,
2137936,
6505534,
7191060,
12005897,
12005898,37.7192
12005899,
7189631,
7191258,
2150398,
12005900,
12005901,
7245310,
2157838,
4105758,
4102526,61.6118
2157262,
7206013,57.2807
7110093,
7080336,
7087318,
12005902,
12005903,
7205987,40.8987
12005904,
7162187,
7206012,47.594
2986780,
7206187,38.5377
2147112,49.9331
7197240,
4338901,
12005905,
7190735,
12005906,
4191733,
4141809,
65047,
4459199,
2157879,
2157789,
2157260,
2156586,62.9709
2157732,
2156560,
9692419,
4118281,47.9149
4147430,30.136
2157731,
2156537,
4064601,
5095348,
2157718,
2156504,
4105097,
4693061,
2157837,31.9717
2157586,
3768208,
5097703,
12005907,
12005908,
7206179,
7206282,
9648366,58.0654
7206318,
5080687,
2157881,
2157797,
5078759,
2158826,56.9598
4338775,
12005910,
2157880,
2157791,
9692423,
5129679,48.5267
12005911,58.4468
5067094,
2140203,38.7426
4671763,
3670200,
4190701,
4050566,
12005912,
4050662,34.1238
2139413,
4571572,
5175650,69.7162
3296993,
7120750,
12005913,
12005914,
3449649,
5101256,
4575398,
4089250,
6181903,
4107213,
5639838,
7118095,
135517176,
12005915,
3296603,85.7714
7110010,
7080293,
7117680,53.2588
12005916,
12005917,
2830213,30.027
4347191,53.0916
6162283,
5066068,
5086070,55.5521
7120754,
4064212,60.7469
6622210,
7087260,
2157832,
2157261,
5055645,54.298
12005918,
4104913,
3957784,
7206270,35.3675
2049762,
7205656,
4656833,
7205728,
7206276,
135517177,
12005919,
4677443,
4140078,
4601471,
7205696,
4532368,
5063722,
9627489,
3669658,
4639629,
12005920,
7205721,
7162175,
7206267,
12005921,95.2013
7196696,
4098362,53.552
751361,
2157259,
4178118,
7205727,
5147260,43.5889
3561907,
9619597,
12005922,
12005923,
5069751,
9619596,
5069750,
4068308,
12005924,
12005925,
5069749,
4246771,
1535381,
5054137,
12005926,
5192094,
12005927,
4279251,
5054736,
6710528,
9562988,
764746,
4955493,
4096047,
12005928,
3654569,
12005929,
4599423,58.7968
4134427,
4984118,
9651646,
3552048,
4188927,
2152010,
5868600,
4983787,
12005930,
2152001,
12005931,
5012608,
4124346,
12005932,
9660371,
5185049,
741674,
4112660,
4219644,
583366,
12005933,
3524607,
2147111,43.7895
135517178,
4395446,
3574188,
7109952,84.2821
9663567,
5395243,
9558592,
9557232,
2157828,
5141010,
2155204,
5070001,60.8615
5071728,
3528173,
7217406,
12005934,
12005935,72.6808
12005936,
7243574,
12005937,
12005938,41.1427
12005939,
5111725,
4639624,
12005940,
4343540,
3317235,
9566117,
4128012,
1034453,
2147799,50.0258
2146618,
7190936,
7190386,
2145306,
2146616,
2145305,
1034452,
3280331,
2147285,45.3975
135517179,
2146615,
12005941,
4066077,
4671614,
4454088,
12005943,
3442352,
12005944,
7105721,
12005945,
4550100,
6710561,
4646491,
4608040,
9632315,
3341357,
4054874,
4147416,
4281310,
4372808,45.6243
4326962,
4592591,
3298512,
6379206,
3469386,
5826915,
12005946,
4096605,
5085855,
9670630,
4121200,
4119575,
7092358,
5184120,
4248079,22.6254
741730,
5178106,
4601780,
5159933,
3469845,97.5213
12005947,
4524998,51.347
5201983,
6039978,
3408650,
4175295,
4275325,
12005948,
3644393,48.0656
4178087,61.2547
3540714,
4107216,
4207510,
5239152,
3613987,
9662342,
9664481,
5103515,
12005949,
3643791,
5203156,
5894042,
9631993,
3609782,
4163626,
4606516,
4414644,
1233632,
12005950,
5886965,
5152293,
3632772,44.7826
12005951,
3621465,
12005952,
7105718,
3561766,
4178272,
6031825,44.7653
6005798,
4337923,
7090639,
9647635,
5809532,
12005953,
4125054,
7105720,
12005954,
3447443,
2158091,
3573585,
4120738,
12005955,
2158020,
4175552,53.5887
12005956,
3333595,
12005957,
700189,
9615270,
3505101,
12005958,
2152251,
12005959,
7163141,
12005960,
7243529,
7243564,
12005961,
4253233,
4095436,48.4568
4158041,42.0296
4127344,
9692422,
2156540,58.8812
751314,
2053108,
2157722,
2157839,
2157867,
12005962,
4102692,
4294890,
3345963,
4300919,
4582521,73.3277
135517180,
2147287,
12005963,
1034454,
2148177,
3344552,
7189638,100
7190729,
7191376,
12005964,
7197203,
7205740,41.8057
7206274,
737197,
2049887,
4207349,
4462598,
7100775,
6286505,
3260396,41.0733
12005967,
7191346,
5098078,75.7211
3921395,
2148172,
4160363,
12005968,54.234
7191378,46.5312
2147109,51.0581
12005969,
135517181,
3294470,
12005971,
7190716,
7191067,
12005972,
4168394,
4137592,
4686330,
3463671,
6286510,
2160949,
4610344,
3682188,
3418043,
4651482,
12005973,
12005974,
12005975,96.7081
7100785,
6286507,
4193337,
12005976,
2134172,
2137938,
135517182,
2151838,
4626480,
7190401,
7179208,52.6346
5639929,
2134169,98.0755
2134165,
7190941,
7191340,
2146623,58.2158
2148162,72.9213
3257857,49.2017
12005977,
7243520,
12005978,
12005979,
9558594,
2150391,
2137859,
2150389,
4279280,40.7581
12005980,34.0018
135517183,
3485855,
3462589,58.6171
4671577,
4101871,
4081143,
4053627,
3439626,
4427439,
12005981,
5640410,
12005982,
2156471,52.0666
3453507,41.6802
4292478,
12005983,
12005984,44.3965
7163142,42.3781
12005985,
12005986,42.5505
12005987,
12005988,
7163144,
7163140,
12005989,
12005992,
12005993,
12005994,49.202
12005995,101.698
12005996,
12005997,
12005998,
12005999,43.8604
12006000,
12006001,
12006002,
12006003,42.6358
12006004,33.0498
12006005,
4252991,
7253900,
5005436,
4461675,
3690356,
4651826,
12006007,
16806849,
9619593,63.744
628987,
9612957,
9676586,
12006009,
9649703,
4089354,
5179211,
3631325,44.7701
4193490,
4649009,
7253897,
833395,40.5173
4564099,
12006010,31.7159
4078248,
4060378,
4122820,
9692224,
5708162,74.8547
6891252,
3569217,
12006012,
12006013,
2151894,
2152040,
3493315,
3307442,
12006014,
7109960,75.4604
7080190,
7117559,
12006015,
12006016,
4571789,
5061954,
7120749,
5399054,
3800362,100
6893523,
2150444,
7150776,
6623874,
5227964,110.488
5173684,
2143051,
2146469,
12006017,
12006018,
993358,
1416668,
3493976,
12006019,
12006020,
3649857,
6057263,
12006021,
12006022,
5188234,
3164038,
2156407,
7150655,
3364087,
3143546,
4549989,
12006023,
4177688,40.2322
4111530,
4290536,
4620308,
4677788,
7150648,
4622403,
4282581,
135517184,
12006024,
12006025,
7207178,
12006026,
12006027,
7207270,
7222724,
12006028,
7207920,
12006029,
12006031,
3534612,
12006032,
5118633,
9538692,
2146435,
2150497,
7120056,
12006033,
7087393,
2135779,
12006034,
2137892,
5118632,
6166749,37.9676
12006035,62.0352
2141759,
2144780,
12006036,
2151650,
2144782,28.1024
2150591,
12006037,
5118634,
2145530,
2151449,
2142011,
1236968,
2151453,
12006038,49.1159
5642410,100
12006039,
12006040,
2142782,
2145753,
7125863,
7184443,
12006041,
5840375,
2145755,
7125864,
2151742,
7120055,
3633659,31.1617
4429286,
3558846,
5150911,
4087198,
2152214,
4656855,86.4986
12006042,
12006043,
7205676,42.8951
12006044,
12006046,
3626929,
2151648,
12006047,
993357,
7172585,71.9863
2141003,
2137641,
2157361,
2150493,
7125865,
12006048,
1589778,43.4637
1236963,
7025565,
2150494,
12006050,
7096155,
2152064,49.2814
2152016,
4440588,
12006051,
3596734,
6504579,
4605932,
3414919,
4124397,
3984045,
5235424,35.9502
3275070,
7424594,
12006052,
12006053,
3609780,
2829889,
12006054,
12006055,35.5265
7150803,
4435366,
4109111,25.6062
12006056,
12006057,
12006058,55.4499
7150792,
4620544,
12006059,
12006060,
12006061,
18552806,
12006063,
4335848,
12006064,
2152026,77.5115
4220048,
3553383,
5102933,
5052339,40.7818
7095472,
12006065,
4435620,
3433872,
4071399,
12006066,
5044466,
4124514,
5055254,49.1242
5056955,
3656804,
4407190,47.6875
3634192,
2141009,
2138642,
6621390,
6893527,
2150441,
2138508,70.58
12006068,63.8015
2134468,
2150404,
2141002,
5199132,
4391314,
12006069,
12006070,
12006071,
135517185,
135517186,
12006072,
12006074,
12006075,
7207098,85.9338
5044081,
12006076,
12006078,
12006079,
3830457,
4372894,
4167844,
4190443,
12006080,
2152011,
2151909,
6139654,
12006081,
4105988,
3474159,
960059,
12006082,
12006083,
12006084,
5989813,
680713,
12006085,48.7868
12006086,
12006087,43.4959
5640523,
2136388,
12006089,
2136116,
12006090,
4132087,
5426672,
9579598,
4148859,
12006091,
12006092,
12006093,
7119398,
12006094,
12006095,
12006096,
12006097,
7197243,
7196813,
7202446,
2133895,
2141277,
12006098,
12006099,
5164064,
135517187,
2137779,
12006100,
4332273,
2137775,
3388450,
12006102,
3248024,40.7914
6260197,
3635143,53.1229
12006103,59.2131
7196670,
7205674,
12006104,
12006105,
2138507,59.6044
2137265,
12006106,
2134454,
4100652,65.4053
2138476,
2137248,
360218,
2134374,
2150091,
12006107,
12006108,
2137161,
7253903,
2134058,
7117308,
3247970,
2789559,
7119417,45.4775
12006110,
1382506,45.9411
3314184,
4167847,
4444347,42.1479
2151983,50.3632
2151869,35.9327
5841200,
3502978,
4583868,
2152178,
2151977,
2151868,102.33
4524308,
3433876,
3570682,
12006111,
4337241,
3089993,
12006112,
12006113,
12006114,40.4333
3275014,
12006115,
12006116,
6378950,
4537093,77.2218
5095143,
4184793,
4071393,
4110988,
12006117,
12006118,
7109928,
3548972,
4296584,
4461059,
7253901,
7109922,
3606260,30.8665
4687699,40.8452
5057534,
4198157,
5161992,
2153804,
2152201,
12006119,
3621326,
12006120,
12006121,
3872651,
2149572,
1179668,65.8355
3274011,62.1655
12006122,
12006123,
12006124,
2156570,
12006125,
4098148,
7150659,
2157358,
12006126,
4087141,
7207237,
5097704,
12006127,
2137269,
5640085,
2138094,
2138646,
12006129,
12006130,
2144877,
6624186,
2151646,
12006131,
1631669,
3461772,
1236967,
2144784,
3347420,
4903365,
7205666,
2771113,
3616739,
12006132,
7253904,
4068399,
3551142,42.1254
3540613,
4412166,
12006133,46.4096
5064437,
5020258,
3517827,
4097985,
2152027,68.8633
3351754,
12006134,
12006135,
12006136,
7117780,
7110103,
7109939,41.4318
12006137,
4446740,100
4570694,
4607442,
4097143,
2156484,40.461
6623460,
3452092,
3349758,
3593595,
135517188,
4641538,57.6358
12006138,
3375103,
4652472,54.011
12006139,
12006140,
2771111,
5044083,
12006141,
7207175,
7222721,
12006142,
12006143,
4119707,
2150445,
12006144,
12006145,100
256466,
5020263,
12006146,
12006147,56.3117
3392664,
5195579,
1050499,
12006148,
5044084,
7207284,
12006149,
12006150,
7207113,
12006151,41.0062
7207296,
12006152,
7207093,
7207103,
7207118,
7207119,
12006154,
12006155,
7222732,
12006156,
12006157,
12006159,
12006160,
12006161,
12006163,
12006164,
12006165,
12006166,
12006167,
4118842,70.2886
6624149,46.0807
7207114,
6710473,
12006169,
12006170,
12006171,
7222728,
12006172,
3528812,
2157360,
12006173,43.2327
12006175,
12006176,
12006177,
12006178,
12006179,
12006180,
12006181,
12006182,
2149986,
5175512,74.3315
12006183,64.4078
12006184,
12006185,
3686832,
12006186,
12006187,
3480610,
12006188,
12006189,
12006190,
12006191,
4256376,
12006192,
7207252,40.9252
12006193,
7207092,
4075467,
2136804,
12006194,
7207117,
7207238,
12006195,
12006196,
12006197,39.0232
12006198,
12006199,
12006200,
12006201,
135496679,
2157362,60.5532
12006202,
12006203,
12006204,
135517189,
12006205,86.8949
9612808,
4051302,42.8117
567974,
6510775,
2334435,
2333687,45.2343
2333485,
4658214,119
9654161,
2333121,
2698056,
2698922,86.4164
2671792,42.4779
2627425,
5695479,
12006206,
8904577,
2698558,
2105930,
5034883,
2500401,
2125655,
2126152,
4393304,49.189
3437866,
2106994,
2107054,
5015111,56.161
2101788,
9642560,
2105736,
2698576,
2105704,123.5
2125622,
2106954,
2106192,
1810732,
2342848,
2106191,
3391512,
2366866,
2571840,
4876981,
2105962,
2124187,39.1922
2366932,
2543146,
2567426,
4833625,141.476
4877174,25.0836
2563263,
2563810,
2563737,67.6012
6223806,
2366935,
5901690,
2360322,
2359236,
2364571,
6057962,
2366142,
2358586,
6270946,
4582216,42.1852
12006207,
2305465,
12006208,
12006209,
2699139,
2699111,
12006210,
2632017,
2575265,51.455
2575531,
4812655,
2531998,
2109843,106.742
2109826,
2358034,100
8894734,
2699121,
2698184,
2109888,
4360965,
9642705,71.0683
9680762,38.6687
2110092,
2110316,
3937605,
6533320,
2108126,
9716675,
5196328,
2111621,
12006211,
2699473,35.1513
12006212,
2688662,57.3014
4579365,
6892947,
2568492,61.9943
2567565,103.735
2571744,
2571695,67.5201
2571484,
2571338,
6907363,
3315999,
2522621,
2698218,
2501563,45.4551
4818072,
2610566,
2688730,
12006214,65.561
2698304,
2698584,
4817380,
17551774,
3376855,
2109466,
135497689,
2109418,
4530657,
7515081,48.4082
2543654,
2677564,
12006216,
5207774,
2595092,
2522734,42.9049
2542826,
4817371,
2108358,
2108351,
2108567,
2110634,
2556524,
3499691,
4876594,
2363554,40.1197
2543154,
2551869,
4601352,
2363066,
2551998,
4284398,
2557025,
2359389,53.1212
2359654,92.1194
12006217,
4137576,
2347750,
2380810,
4568226,
6182550,
3317315,67.5553
2323640,
2354876,
2125689,
3258917,49.9113
4079071,
6904250,
2123998,
2124170,43.8098
4621000,
2122683,45.3409
2122588,
6893196,
6893195,
2122444,
12006218,
2125747,
6520713,
12006219,
12006220,71.0794
3457857,
2534861,
2106095,
2122745,
2557358,
3287323,
2405501,
9663379,
2699911,
9101457,
3436968,
2079334,
12006221,33.647
2609472,
2104019,
2566406,
2122972,
4571771,
6892993,
2571625,
2110122,
2106149,
3462368,
4319862,69.3134
2107253,
2566746,95.6055
4320531,
2322999,
4508006,
9647149,
6083470,
6903983,
9611425,
4287754,
2357040,
9650926,
2125817,29.9959
2124453,
4525745,
2122677,
4136422,88.8114
3338815,100
5674851,
3480922,
2562574,
2347046,43.5343
2378625,
2126000,
2412953,
12006222,
2161429,
2161257,
2099679,57.9803
5104739,
2126028,
2126026,37.8698
3899371,
4572410,
2343079,
2352379,
4348950,
12006223,
5142185,
9612496,
2354069,
5963697,
2456765,
2404058,
2664381,
5698092,
2123195,
2123091,
3996184,
2562332,
2554667,
4833365,
2559103,
2559010,
2558311,42.4728
2558228,
2558196,
4876796,
3464335,
4833287,
2555738,
2420037,
9655935,
2333953,
4876898,
6902559,
6907378,
4876677,
2348438,
4370339,
2127042,
3671187,
2124813,
4376343,
5172057,
2125043,
2101059,
2101058,
135476685,
4223335,
2161174,
2161148,
2161124,
2161074,
3959151,
4333346,120.434
3320093,
4370954,
3575161,
4566096,
4651019,
5114883,44.3949
4282022,
3966362,
2124005,
2125219,
2125179,
3616017,
7284848,
3960556,
2557280,38.4022
2554357,
4876697,
2554024,81.7124
2554018,
2553946,
4371388,
2555019,
4833233,
2542585,
4876569,
12006224,
135429734,
2125737,45.1849
2125699,
3873635,
2346627,54.8593
9679069,
135517191,
4393235,
4440231,39.5824
3593404,
4560229,
3637883,
6240844,52.8343
4118927,
3655300,
5236919,
5841693,60.8727
135517192,
2642213,
2346832,
2355601,
5674847,
3254772,
6902843,
2127086,
2124703,
2355956,
2122423,
3918269,
2097068,
2423952,
10816,
839123,
12006226,
2098763,
4133064,
4062830,
4102647,
4418704,
5007427,
4653198,
4399896,
2361580,
2355486,
135517193,
9661422,
4275413,
5674760,
5674849,
4678076,58.8197
2357555,45.0732
5225978,
3296635,
3645743,
1409946,
2347844,
3525489,
2348253,
2357119,
4175316,
5777409,
2347804,
1528685,
2343044,
2391853,
4419496,
2391270,
6904000,
5115028,
2305007,115.182
3296470,
6900173,52.3033
4534164,
2369203,
6902790,
4577385,
4623128,
4156241,
2348260,
2376964,
5078785,
4191845,
135500245,
2353652,
2360242,
2363485,
135466040,
2362664,
5071220,
2362369,
9645830,
2356170,
9650297,
4374017,
9672381,
2355850,
2352280,
6901972,
2352248,
3704975,
6901676,
2348184,
2348160,
2348156,
2411708,
2478683,82.8533
3511928,
9669713,
12006227,
6281662,70.0546
2410608,
2423951,
3667374,
12006228,
2475338,
3649561,34.5526
2313555,
2108961,
12006229,
3551231,
2101118,
4273494,
3488474,
6031948,
2332829,34.8052
6706,
2484005,
6870626,40.9686
2416093,
3633465,
4321190,
2476046,
6040835,
5752321,
2422511,108.514
3566664,
9689885,
4389754,
6892678,
2466837,
2382904,
3322384,
4345536,
6892676,
4271185,
2411780,
9643104,
2379220,
2059463,
12006231,
5977999,
2434131,
2356404,
2338108,
4322207,
2329392,
2328634,
6151899,
2333098,
2117383,
5908320,
4308688,
4541464,
5239604,
2451752,
3856639,
4359809,
5009291,
2104974,
135474032,
6184269,46.1547
2427152,
2416350,
5122563,
5779834,
2426060,
5028858,
12006232,
9663424,
2328888,40.5931
3679708,
12006233,
2335243,
2329604,
2325123,
3578181,
1586928,60.8024
6900488,
2359743,
2098752,
6905415,
6900630,
1745635,
4521335,
4502039,
2336182,
2334294,
4651251,
6900182,
2347806,
4447969,
2335047,
4389753,
2366888,
2358463,
4344811,
4643187,
2364456,
9667689,
6902179,
3960589,
2469116,32.6104
2554929,
2553947,56.1669
4876691,
2556991,116.328
2563425,
4437083,
12006234,29.8458
12006235,50.1443
1536916,42.2597
2697826,
2579768,
5674841,41.204
4576348,
2122509,
9568815,47.2918
2120723,
2104017,
6861231,
6122140,35.9111
6533858,
2113270,
1618088,30.6235
3543625,
12006236,
12006237,
2354216,
4667951,50.299
3439283,
2347320,
3462048,
4650543,
2446403,
1286149,
4359790,50.1868
12006239,
2355069,38.6813
2359397,
2359417,
3296595,
4180259,40.3254
2412921,
6045441,
5917350,
4023277,
6892994,
2109908,
135410809,
2106942,
2106154,22.223
6902054,
2496821,
4334536,
4030804,39.7942
2497081,
3248630,
4405484,44.2729
9681351,
3484353,
2360617,
2355068,
2110573,
2347743,71.1132
6873899,
6902348,
2562584,
2359340,
4605583,
3652095,
4287993,
2101049,
2125022,91.1659
2125090,
2124833,
2125687,
2538771,50.1414
4876990,
1371703,
878291,
2328885,129.544
9653311,
5410038,
2325968,
2346662,
9641618,
2452268,
1225240,
9664650,
2353446,
4074317,47.699
9654203,50.1116
3633466,
4578894,
3893874,
3992780,
2397293,
6904547,
5811938,
6019083,43.7409
9624661,
2396486,
2456622,
3304875,
9609330,
2399991,
2468134,33.9546
4878710,
4591389,
6022215,100
2435091,
6905675,
2437375,
2339699,
2478688,
2437715,
2437146,
2437582,
5064340,135.906
2437214,
2310015,
4051085,
6523958,
135462462,
2527746,
4883741,
2517460,
2527791,
2529706,79.613
2771858,
2621649,
2604177,
2516950,
4883642,
4992069,
6899136,
2375990,
5162766,
4152276,
2809352,
2373885,
2337620,
6062168,
2467708,
5040009,
6265504,41.2609
2490893,
9626622,
2337637,100
9662775,
2324273,44.0127
5452980,
6899098,
9671960,
2313216,
12006242,47.0721
5122332,
6899090,50.1925
2307979,100
12006243,
2313246,
1183992,100
5046669,
3510619,
6263418,
6068884,
4969491,
12006244,
2530903,
576446,
2604160,
2516727,
5665294,
4110064,
2305454,
12006245,
4281583,
3558338,
2105026,
2307267,
2307981,
6899094,
2384333,
9656041,40.881
2460652,46.371
2378081,
2549639,
2535480,
135517195,32.1534
6088029,
6114427,
2459648,
4694983,
4423761,43.5778
4884315,
2432854,
7909375,
2452861,
2375652,
6086681,
6906728,
2493982,
6141749,
2090854,
4528562,
3646489,
2495065,
3382761,
4245649,
2331369,
2308007,
4124270,
5440998,43.1543
2134308,46.1353
5997787,
1180624,
2308263,60.4989
5110696,
2327486,117.414
675433,
2337848,
5829459,
135452176,
2184325,
5186217,42.6221
2477138,
2501665,47.3846
135466150,
5138243,
2395938,
4045215,
3642952,
2395811,37.3847
2140300,
2132583,101.575
3299700,
2397780,
4362159,
3988594,
135517196,
3485757,
9711569,
3406543,
2479238,42.8027
16235925,
2410032,
3609232,
2416888,
4027631,
4027441,
4258407,44.5351
3514126,
9655331,38.8867
2324620,35.0337
6900184,
4611506,
3317823,
4346376,
135517197,
12006246,
2378082,55.3059
2377549,
2375640,
3295321,
3445624,
4884084,
4883949,
2649332,
6416738,
2527817,
2527344,
2532088,
2105472,47.5179
2082775,35.6145
135517198,
3941719,45.8459
3425624,
4009629,
2397372,
2108971,
2395730,
2396315,
2401404,
2397354,
2397789,
2399688,
2399989,
4429607,
2171558,
2516963,
3304075,
6851667,
4244072,
4030179,
3472367,
3891545,
5858430,
2380702,
3460226,
2446818,
4187968,
3948972,
5036424,
4003637,
2496483,
9684014,
4158180,
6420883,
6899327,37.1337
4067863,
4667236,42.6159
2397680,
4644446,
3304102,
1527277,
2305594,
4176954,
2549186,
4879335,
