name,size,r2_mean,r2_median,r2_std,pcc_mean,pcc_median,pcc_std
ic50_homosapiens_fibronectinreceptorbetavitronectinreceptoralpha,38,-0.055,-0.019,0.139,0.192,0.212,0.120
ic50_homosapiens_freefattyacidreceptor2,125,0.336,0.353,0.089,0.635,0.640,0.047
ic50_homosapiens_gabatransporter1,47,0.260,0.287,0.117,0.579,0.593,0.069
ic50_homosapiens_galr1,14,-1.064,0.003,3.720,0.865,0.972,0.260
ic50_homosapiens_gammabutyrobetainedioxygenase,56,-0.179,-0.121,0.235,0.146,0.137,0.127
ic50_homosapiens_gastricinhibitorypolypeptidereceptorgipr,14,-0.388,-0.200,0.856,-0.059,-0.039,0.181
ic50_homosapiens_geranylgeranyltransferasetypei,62,0.306,0.342,0.147,0.647,0.664,0.083
ic50_homosapiens_glycogensynthasekinase3,274,0.157,0.178,0.104,0.471,0.488,0.081
ic50_homosapiens_glycogensynthasekinase3beta,1629,-0.244,-0.115,0.359,0.097,0.112,0.092
ic50_homosapiens_harascvls,23,0.633,0.652,0.089,0.828,0.831,0.056
ic50_homosapiens_heatshockproteinhsp90,1000,0.114,0.147,0.142,0.546,0.552,0.050
ic50_homosapiens_heparanase,245,-0.290,-0.086,0.511,0.140,0.136,0.074
ic50_homosapiens_histaminereceptorh3,384,0.196,0.204,0.098,0.508,0.519,0.073
ic50_homosapiens_histonedeacetylase10hdac10,191,0.034,0.079,0.136,0.378,0.393,0.080
ic50_homosapiens_histonedeacetylase3,578,-0.057,-0.015,0.120,0.186,0.200,0.083
ic50_homosapiens_histonedeacetylase8,717,-0.130,-0.086,0.150,0.064,0.072,0.083
ic50_homosapiens_histonedeacetylase8hdac8,221,-0.080,-0.046,0.105,0.121,0.131,0.102
ic50_homosapiens_hladrantigensassociatedinvariantchain,15,-0.441,-0.316,0.487,-0.064,-0.075,0.172
ic50_homosapiens_humandiphtheriatoxinlikeadpribosyltransferaseartd3orparp3,12,-0.186,-0.010,0.528,0.261,0.309,0.352
ic50_homosapiens_iggreceptorfcrnlargesubunitp51,152,0.252,0.293,0.151,0.685,0.743,0.227
ic50_homosapiens_ikappabkinase1ikkalpha,99,0.082,0.091,0.108,0.384,0.400,0.097
ic50_homosapiens_ikappabkinase1ikkalphaikappabkinase2ikkbetanfkappabessentialmodulator,29,-0.169,-0.103,0.238,0.112,0.105,0.126
ic50_homosapiens_indoleamine23dioxygenase,522,0.074,0.092,0.078,0.390,0.409,0.086
ic50_homosapiens_indolethylaminenmethyltransferase,17,-0.343,-0.081,0.971,0.229,0.244,0.169
ic50_homosapiens_inducedmyeloidleukemiacelldifferentiationproteinmcl1,312,-0.145,-0.050,0.295,0.423,0.434,0.084
ic50_homosapiens_insulinlikegrowthfactor1receptorigf1r,1898,0.021,0.075,0.176,0.484,0.505,0.088
ic50_homosapiens_integrinalpha2beta3,16,0.056,0.108,0.267,0.496,0.501,0.179
ic50_homosapiens_integrinalpha4beta7,691,-0.050,0.002,0.140,0.294,0.315,0.143
ic50_homosapiens_integrinbeta2intercellularadhesionmolecule1leukocyteadhesionglycoproteinlfa1alpha,110,0.233,0.250,0.094,0.565,0.570,0.051
ic50_homosapiens_integrinbeta6vitronectinreceptoralpha,134,-0.179,-0.046,0.293,0.226,0.268,0.144
ic50_homosapiens_interferoninduceddoublestrandedrnaactivatedproteinkinase,61,-0.128,-0.095,0.178,0.106,0.128,0.120
ic50_homosapiens_interleukin2receptoralphachain,11,-0.073,-0.002,0.493,0.355,0.461,0.318
ic50_homosapiens_interleukin8,17,0.345,0.385,0.201,0.678,0.691,0.101
ic50_homosapiens_jak1tyk2,19,0.163,0.206,0.203,0.534,0.561,0.147
ic50_homosapiens_jumonjiariddomaincontainingprotein1cjarid1c,11,0.210,0.365,0.554,0.693,0.717,0.146
ic50_homosapiens_kallikrein7,32,0.044,0.157,0.326,0.406,0.463,0.223
ic50_homosapiens_kinesinspindleprotein,34,0.366,0.428,0.217,0.826,0.826,0.043
ic50_homosapiens_ldlassociatedphospholipasea2,353,0.484,0.505,0.077,0.756,0.760,0.029
ic50_homosapiens_legumain,17,-0.265,-0.156,0.306,-0.037,-0.032,0.136
ic50_homosapiens_limdomainkinase2,133,0.086,0.133,0.166,0.425,0.473,0.124
ic50_homosapiens_lipoxygenase,14,-0.291,-0.165,0.502,0.109,0.133,0.209
ic50_homosapiens_liverxreceptorbetalxrbeta,66,-0.023,0.010,0.107,0.234,0.232,0.092
ic50_homosapiens_lysophosphatidicacidreceptoredg7,60,0.029,0.058,0.140,0.337,0.370,0.125
ic50_homosapiens_malonylcoadecarboxylase,325,0.139,0.154,0.095,0.453,0.474,0.076
ic50_homosapiens_mammaliantargetofrapamycinmtorc1,3273,-0.242,-0.101,0.356,0.294,0.322,0.136
ic50_homosapiens_mapkinaseerk2,2851,0.073,0.115,0.127,0.385,0.424,0.122
ic50_homosapiens_matrixmetalloproteinase10,22,-0.256,-0.107,0.436,0.311,0.372,0.227
ic50_homosapiens_melatoninreceptor,261,0.019,0.039,0.093,0.297,0.317,0.093
ic50_homosapiens_metabotropicglutamatereceptor5mglur5,1356,-0.127,-0.081,0.168,0.110,0.108,0.097
ic50_homosapiens_microtubuleassociatedprotein2,13,-0.298,-0.188,0.352,0.064,0.109,0.230
ic50_homosapiens_mitogenactivatedproteinkinase9,513,-0.022,-0.008,0.114,0.252,0.280,0.111
ic50_homosapiens_mitogenactivatedproteinkinasekinasekinasekinase4,65,0.043,0.092,0.186,0.443,0.481,0.140
ic50_homosapiens_monoamineoxidaseamaoa,223,-0.043,-0.004,0.140,0.283,0.315,0.127
ic50_homosapiens_monoamineoxidasebmaob,264,-0.050,0.014,0.160,0.338,0.352,0.102
ic50_homosapiens_monoglyceridelipase,25,0.429,0.444,0.130,0.729,0.728,0.071
ic50_homosapiens_monoglyceridelipasemgl,344,0.156,0.182,0.094,0.457,0.479,0.081
ic50_homosapiens_motilinreceptor,59,-0.103,-0.059,0.231,0.199,0.288,0.206
ic50_homosapiens_multidrugandtoxinextrusionprotein1,48,-0.093,-0.050,0.152,0.136,0.148,0.123
ic50_homosapiens_naddependentdeacetylasesirtuin1,439,-0.104,-0.015,0.225,0.247,0.251,0.098
ic50_homosapiens_naddependentproteindeacylasesirtuin5mitochondrial,15,-0.092,-0.014,0.253,0.266,0.284,0.244
ic50_homosapiens_naturalresistanceassociatedmacrophageprotein2,20,0.132,0.160,0.165,0.490,0.508,0.144
ic50_homosapiens_neurokinin3receptor,292,0.051,0.080,0.107,0.348,0.363,0.132
ic50_homosapiens_neuronalacetylcholinereceptorproteinalpha4beta4subunit,15,-0.305,-0.186,0.405,-0.014,0.015,0.190
ic50_homosapiens_neurotensinreceptor,14,-0.050,0.040,0.321,0.495,0.554,0.267
ic50_homosapiens_nlrp3protein,111,-0.081,-0.054,0.116,0.144,0.163,0.098
ic50_homosapiens_nonreceptortyrosineproteinkinasetyk2,585,-0.076,-0.058,0.114,0.156,0.165,0.097
ic50_homosapiens_nuclearreceptorcorepressor2isoform2,190,-0.129,-0.063,0.222,0.155,0.170,0.076
ic50_homosapiens_nuclearreceptorrorbeta,20,0.010,0.288,1.446,0.548,0.631,0.249
ic50_homosapiens_nuclearreceptorsubfamily5groupamember2isoform2,111,-0.209,-0.171,0.146,-0.020,0.016,0.138
ic50_homosapiens_nucleotidebindingoligomerizationdomaincontaining1,405,-0.096,-0.076,0.090,0.105,0.111,0.069
ic50_homosapiens_oligopeptidetransportersmallintestineisoform,92,-0.008,0.034,0.121,0.259,0.279,0.098
ic50_homosapiens_pdgfrbetaplateletderivedgrowthfactorreceptoralpha,198,-0.022,0.011,0.137,0.240,0.262,0.095
ic50_homosapiens_perilipin1,254,-0.092,-0.073,0.088,0.038,0.043,0.084
ic50_homosapiens_peroxisomeproliferatoractivatedreceptorgamma,56,-0.092,-0.006,0.289,0.228,0.273,0.193
ic50_homosapiens_phenylethanolaminenmethyltransferase,15,0.098,0.163,0.271,0.522,0.543,0.163
ic50_homosapiens_phosphatidylinositol4phosphate3kinasec2domaincontainingbetapolypeptide,30,0.161,0.183,0.163,0.519,0.534,0.108
ic50_homosapiens_phosphodiesterase3pde3,198,0.057,0.091,0.164,0.393,0.415,0.108
ic50_homosapiens_phosphodiesterasetype4pde4b,16,-0.020,0.067,0.381,0.471,0.493,0.213
ic50_homosapiens_phosphoenolpyruvatecarboxykinasecytosolic,11,0.461,0.514,0.182,0.836,0.846,0.060
ic50_homosapiens_phosphoinositide3kinasepi3kalpha,264,0.085,0.111,0.114,0.394,0.415,0.096
ic50_homosapiens_phosphoinositide3kinasepi3kbeta,14,-0.664,-0.199,0.972,0.006,0.053,0.295
ic50_homosapiens_phosphoinositide3kinasepi3kdelta,15,0.174,0.230,0.219,0.602,0.625,0.122
ic50_homosapiens_phosphoinositide3kinasesalphapi3kalpha,2200,-0.166,-0.046,0.329,0.270,0.315,0.124
ic50_homosapiens_phosphoinositide3kinasespi3k,419,0.135,0.188,0.190,0.571,0.589,0.080
ic50_homosapiens_phospholipasea2,515,0.105,0.084,0.118,0.382,0.399,0.184
ic50_homosapiens_phospholipasedpld,393,0.286,0.301,0.077,0.587,0.601,0.057
ic50_homosapiens_pi4kapi4kap2,19,-0.133,-0.022,0.294,0.232,0.255,0.164
ic50_homosapiens_plasmakallikreinpkal,412,-0.060,-0.004,0.147,0.311,0.322,0.113
ic50_homosapiens_polyabindingproteincytoplasmic1,185,0.091,0.118,0.103,0.395,0.425,0.090
ic50_homosapiens_potassiumchannelsubfamilykmember9,41,-0.013,0.026,0.184,0.330,0.322,0.150
ic50_homosapiens_pparalphagamma,831,-0.010,0.019,0.102,0.230,0.241,0.089
ic50_homosapiens_ppardeltagamma,490,0.064,0.099,0.133,0.356,0.367,0.121
ic50_homosapiens_prionprotein,222,-0.123,-0.096,0.181,0.108,0.106,0.073
ic50_homosapiens_probablednadcdueditingenzymeapobec3a,453,0.087,0.107,0.083,0.367,0.378,0.070
ic50_homosapiens_prostaglandindsynthase,218,0.207,0.251,0.127,0.609,0.620,0.052
ic50_homosapiens_prostaticacidphosphatase,21,0.301,0.368,0.254,0.661,0.690,0.131
ic50_homosapiens_proteinfarnesyltransferase,35,0.060,0.090,0.164,0.421,0.457,0.172
ic50_homosapiens_proteinfarnesyltransferasepft,408,0.102,0.116,0.106,0.439,0.464,0.108
ic50_homosapiens_proteinkinasecepsilon,288,-0.077,-0.023,0.136,0.234,0.272,0.126
ic50_homosapiens_proteinkinasecpkc,144,0.048,0.068,0.139,0.468,0.509,0.122
ic50_homosapiens_proteintyrosinephosphatase4a3,28,0.531,0.539,0.123,0.774,0.770,0.056
ic50_homosapiens_proteintyrosinephosphataseshp2,24,-0.279,-0.086,0.480,0.170,0.182,0.143
ic50_homosapiens_psmd14protein,374,-0.178,-0.088,0.259,-0.009,0.000,0.059
ic50_homosapiens_pyroglutamylatedrfamidepeptidereceptor,58,-0.314,-0.217,0.342,0.192,0.282,0.266
ic50_homosapiens_quinonereductase2qr2,12,-0.004,0.079,0.352,0.394,0.455,0.299
ic50_homosapiens_rafserinethreonineproteinkinase,591,0.280,0.307,0.093,0.588,0.602,0.062
ic50_homosapiens_rapguaninenucleotideexchangefactor4,24,0.353,0.380,0.161,0.671,0.689,0.075
ic50_homosapiens_receptortypetyrosineproteinphosphataseflar,71,0.005,0.039,0.140,0.317,0.327,0.107
ic50_homosapiens_receptortypetyrosineproteinphosphatasegamma,18,0.169,0.201,0.241,0.612,0.638,0.128
ic50_homosapiens_retinoidxreceptorgammaretinoicacidreceptoralpha,28,0.177,0.224,0.189,0.532,0.587,0.196
ic50_homosapiens_ribosomalproteins6kinasealpha1,22,-0.011,0.023,0.192,0.356,0.375,0.154
ic50_homosapiens_ribosomalproteins6kinasealpha5,62,0.024,0.072,0.147,0.449,0.483,0.109
ic50_homosapiens_ribosomalproteins6kinasep70s6k,1409,-0.130,-0.036,0.281,0.378,0.410,0.099
ic50_homosapiens_runtrelatedtranscriptionfactor1isoformaml1c,201,0.030,0.049,0.111,0.287,0.310,0.114
ic50_homosapiens_scavengerreceptorclassbmember1,20,0.311,0.349,0.189,0.642,0.670,0.130
ic50_homosapiens_sentrinspecificprotease1,327,-0.086,-0.053,0.116,0.112,0.107,0.095
ic50_homosapiens_serinethreonineproteinkinase33,13,0.040,0.107,0.312,0.469,0.534,0.288
ic50_homosapiens_serinethreonineproteinkinaseauroraa,1521,-0.200,-0.097,0.290,0.224,0.247,0.092
ic50_homosapiens_serinethreonineproteinkinaseaurorab,1415,-0.007,0.024,0.100,0.242,0.263,0.095
ic50_homosapiens_serinethreonineproteinkinaseaurorac,20,0.115,0.161,0.214,0.482,0.486,0.129
ic50_homosapiens_serinethreonineproteinkinaseendoribonucleaseire1alpha,262,-0.076,-0.046,0.101,0.134,0.141,0.072
ic50_homosapiens_serinethreonineproteinkinasehaspin,11,-0.261,-0.137,0.404,0.224,0.247,0.216
ic50_homosapiens_serinethreonineproteinkinaseplk1,610,-0.044,0.021,0.183,0.435,0.470,0.116
ic50_homosapiens_serinethreonineproteinkinaserio2,17,-0.023,0.081,0.460,0.419,0.456,0.197
ic50_homosapiens_serinethreonineproteinkinasesmg1,11,0.398,0.520,0.324,0.847,0.853,0.064
ic50_homosapiens_serinethreonineproteinphosphatase2bcatalyticsubunitalphaisoform,22,0.385,0.419,0.185,0.823,0.825,0.053
ic50_homosapiens_shctransformingprotein1,18,0.063,0.102,0.151,0.466,0.468,0.137
ic50_homosapiens_sodiumchannelproteintypeiialphasubunit,17,-0.084,0.147,0.590,0.419,0.602,0.450
ic50_homosapiens_sodiumdependentdopaminetransporter,166,-0.095,-0.027,0.179,0.168,0.196,0.105
ic50_homosapiens_sodiumhydrogenexchanger1,290,0.156,0.176,0.081,0.440,0.452,0.065
ic50_homosapiens_solutecarrierfamily22member3,11,-0.259,-0.154,0.387,0.233,0.252,0.220
ic50_homosapiens_solutecarrierfamily22member6,14,0.268,0.300,0.211,0.697,0.711,0.157
ic50_homosapiens_sphingosine1phosphatereceptor1s1p1,467,0.091,0.099,0.081,0.375,0.388,0.087
ic50_homosapiens_sphingosine1phosphatereceptor2,281,0.242,0.266,0.109,0.544,0.575,0.088
ic50_homosapiens_sphingosinekinase2,39,0.460,0.476,0.100,0.740,0.745,0.057
ic50_homosapiens_steroid11betahydroxylasecyp11b1,764,-0.039,0.006,0.160,0.231,0.259,0.103
ic50_homosapiens_sumosentrinspecificpeptidasefamilymember8,1130,-0.103,-0.059,0.139,0.084,0.098,0.069
ic50_homosapiens_tak1tab1,61,0.024,0.098,0.241,0.404,0.446,0.179
ic50_homosapiens_tcellproteintyrosinephosphatasetcptp,472,0.075,0.110,0.119,0.502,0.503,0.095
ic50_homosapiens_tgfbetareceptortypei,191,0.307,0.355,0.196,0.692,0.734,0.179
ic50_homosapiens_thrombintrypsin,466,-0.044,0.017,0.196,0.528,0.556,0.136
ic50_homosapiens_transcriptionfactorstat1,67,0.316,0.348,0.109,0.632,0.651,0.088
ic50_homosapiens_transientreceptorpotentialcationchannelsubfamilyvmember3,218,0.059,0.092,0.132,0.408,0.442,0.109
ic50_homosapiens_trypsin,414,0.160,0.183,0.114,0.491,0.495,0.089
ic50_homosapiens_tumornecrosisfactortnfalpha,1102,0.095,0.158,0.201,0.496,0.563,0.187
ic50_homosapiens_tyrosineproteinkinasebmx,24,0.111,0.161,0.237,0.547,0.604,0.165
ic50_homosapiens_tyrosineproteinkinasejak2,3309,-0.123,-0.076,0.173,0.151,0.185,0.132
ic50_homosapiens_tyrosineproteinkinasejak3,2121,0.057,0.071,0.103,0.325,0.336,0.109
ic50_homosapiens_tyrosineproteinkinaselyn,185,0.005,0.024,0.081,0.236,0.265,0.112
ic50_homosapiens_tyrosineproteinkinasereceptorflt3,198,0.369,0.395,0.099,0.700,0.705,0.044
ic50_homosapiens_tyrosineproteinkinasesyk,2986,-0.190,-0.039,0.342,0.233,0.261,0.101
ic50_homosapiens_tyrosineproteinkinaseyesyes,53,0.381,0.410,0.141,0.734,0.748,0.061
ic50_homosapiens_tyrosineproteinphosphatasenonreceptortype5isoforma,238,0.030,0.032,0.135,0.283,0.336,0.157
ic50_homosapiens_ubiquitinconjugatingenzymee2n,630,-0.079,-0.054,0.101,0.077,0.100,0.086
ic50_homosapiens_udpglucuronosyltransferase2b7,55,0.772,0.775,0.040,0.904,0.906,0.023
ic50_homosapiens_vascularendothelialgrowthfactorreceptor,1010,0.014,0.058,0.119,0.290,0.317,0.120
ic50_homosapiens_vasopressinreceptor,115,0.006,0.036,0.119,0.334,0.342,0.109
ic50_homosapiens_vegfr2kdrvascularendothelialgrowthfactorreceptor2,19,0.190,0.231,0.237,0.586,0.590,0.101
ic50_homosapiens_vegfreceptor2andstemcellgrowthfactorreceptorkdrandkit,214,-0.057,-0.044,0.088,0.116,0.118,0.113
ic50_homosapiens_vesicularacetylcholinetransporter,66,-0.112,0.007,0.347,0.346,0.359,0.087
ic50_homosapiens_voltagegatedttypecalciumchannel,490,0.073,0.092,0.099,0.387,0.394,0.092
ic50_humancytomegalovirusstrainad169_humanherpesvirus5dnapolymerase,43,0.258,0.275,0.084,0.614,0.611,0.051
ic50_humanherpesvirus1_thymidinekinase,67,-0.083,-0.014,0.233,0.251,0.284,0.125
ic50_humanherpesvirus2strainhg52_humanherpesvirus2protease,25,0.096,0.134,0.145,0.486,0.487,0.116
ic50_humanherpesvirus4type2_bzlf2,825,-0.226,-0.157,0.212,0.027,0.024,0.041
ic50_humanimmunodeficiencyvirus1_envelopeglycoprotein,61,-0.205,-0.152,0.188,0.043,0.047,0.100
ic50_humanimmunodeficiencyvirus1_hiv1reversetranscriptasemutantk103n,44,0.311,0.321,0.117,0.620,0.626,0.071
ic50_humanimmunodeficiencyvirus1_hiv1reversetranscriptasernaseh,15,-0.607,-0.455,0.446,-0.187,-0.177,0.157
ic50_humanimmunodeficiencyvirus1_humanimmunodeficiencyvirustype1protease,1751,-0.038,0.000,0.129,0.224,0.237,0.110
ic50_humanimmunodeficiencyvirus_hiv1reversetranscriptase,18,-0.002,0.047,0.262,0.352,0.369,0.191
ic50_humanimmunodeficiencyvirus_integrase,481,0.377,0.396,0.093,0.681,0.696,0.059
ic50_humanimmunodeficiencyvirustype1groupmsubtypebisolatepcv12_humanimmunodeficiencyvirustype1tatprotein,23,0.044,0.104,0.360,0.511,0.520,0.198
ic50_influenzaavirusstrainasingapore11957h2n2_neuraminidasea,55,0.074,0.098,0.131,0.420,0.457,0.130
ic50_ixodesricinus_asparaginylendopeptidaseae,44,0.003,0.044,0.149,0.315,0.337,0.123
ic50_lactobacilluscasei_dihydrofolatereductase,170,0.087,0.144,0.197,0.582,0.594,0.076
ic50_macacafascicularis_dopaminetransporter,70,0.007,0.028,0.144,0.329,0.332,0.115
ic50_marthasteriasglacialis_cyclindependentkinase1cdk1,350,0.016,0.047,0.113,0.300,0.315,0.090
ic50_musmusculus_abhydrolasedomaincontainingprotein6,26,0.461,0.516,0.173,0.725,0.757,0.099
ic50_musmusculus_alk2,19,0.023,0.074,0.218,0.381,0.436,0.223
ic50_musmusculus_aminopeptidaseb,11,-0.084,-0.026,0.256,0.359,0.373,0.275
ic50_musmusculus_anandamideamidohydrolase,70,0.315,0.330,0.086,0.608,0.616,0.061
ic50_musmusculus_campandcampinhibitedcgmp35cyclicphosphodiesterase10a,82,0.273,0.285,0.083,0.594,0.596,0.064
ic50_musmusculus_ccchemokinereceptortype2,51,0.277,0.312,0.136,0.637,0.659,0.096
ic50_musmusculus_deoxycytidinekinase,20,0.023,0.101,0.358,0.565,0.589,0.173
ic50_musmusculus_dihydroorotatedehydrogenase,55,-0.057,-0.004,0.159,0.219,0.247,0.112
ic50_musmusculus_dualspecificityphosphatasecdc25b,17,0.068,0.163,0.377,0.578,0.618,0.173
ic50_musmusculus_gartransformylase,11,-0.322,-0.180,0.422,0.127,0.122,0.237
ic50_musmusculus_glucagonreceptor,65,0.238,0.261,0.100,0.557,0.562,0.067
ic50_musmusculus_histoneargininemethyltransferasecarm1,20,-0.222,-0.143,0.249,-0.008,0.038,0.196
ic50_musmusculus_histonedeacetylase6hdac6,15,0.305,0.353,0.244,0.709,0.718,0.118
ic50_musmusculus_insulinlikegrowthfactor1receptor,17,0.411,0.466,0.413,0.758,0.766,0.182
ic50_musmusculus_macrophagecolonystimulatingfactor1receptorcfms,198,0.211,0.229,0.113,0.531,0.569,0.124
ic50_musmusculus_mapkinasep38,218,0.065,0.102,0.139,0.362,0.390,0.134
ic50_musmusculus_matrixmetallopeptidase13mmp13,77,0.077,0.096,0.096,0.375,0.388,0.089
ic50_musmusculus_melaninconcentratinghormonereceptor1,68,-0.134,-0.075,0.192,0.114,0.147,0.134
ic50_musmusculus_melanocortinreceptor4,11,0.068,0.199,0.413,0.613,0.611,0.150
ic50_musmusculus_mitogenactivatedproteinkinase1,400,-0.047,-0.024,0.081,0.144,0.141,0.076
ic50_musmusculus_monoglyceridelipasemgl,34,0.136,0.186,0.188,0.476,0.504,0.154
ic50_musmusculus_nuclearreceptorrorgamma,19,0.297,0.333,0.173,0.735,0.754,0.093
ic50_musmusculus_oprk1,31,0.096,0.140,0.159,0.466,0.472,0.114
ic50_musmusculus_pdgfrbetaplateletderivedgrowthfactorreceptoralpha,54,-0.079,-0.040,0.202,0.231,0.224,0.150
ic50_musmusculus_plateletderivedgrowthfactorreceptor,96,0.315,0.338,0.101,0.628,0.651,0.083
ic50_musmusculus_polyadpribosepolymerase2parp2,57,0.061,0.160,0.270,0.499,0.544,0.144
ic50_musmusculus_prostanoiddpreceptor,64,0.456,0.479,0.089,0.789,0.791,0.037
ic50_musmusculus_prostanoidep3receptor,102,0.377,0.394,0.082,0.681,0.685,0.048
ic50_musmusculus_purinergicreceptorp2y2,17,0.328,0.367,0.225,0.725,0.685,0.118
ic50_musmusculus_seprase,93,0.021,0.062,0.145,0.307,0.303,0.095
ic50_musmusculus_serpinh1,16,-0.206,-0.099,0.296,-0.051,-0.056,0.196
ic50_musmusculus_transcriptionfactorstat3,116,0.234,0.305,0.210,0.610,0.627,0.131
ic50_musmusculus_uridinephosphorylase1,29,0.630,0.632,0.085,0.864,0.869,0.035
ic50_mycobacteriumtuberculosis_epoxidehydrolasebehb,13,0.411,0.467,0.253,0.807,0.837,0.126
ic50_mycobacteriumtuberculosis_fructosebisphosphatealdolase,114,-0.218,-0.106,0.350,0.021,0.021,0.076
ic50_mycobacteriumtuberculosis_serinethreonineproteinkinasepknb,18,0.044,0.074,0.189,0.383,0.387,0.180
ic50_mycobacteriumtuberculosish37rv_dtdp4dehydrorhamnose35epimerasermlc,377,-0.143,-0.048,0.235,0.100,0.116,0.088
ic50_onchocercavolvulus_chitinase,20,0.044,0.160,0.442,0.600,0.636,0.151
ic50_oryctolaguscuniculus_arachidonate15lipoxygenase,120,0.412,0.440,0.101,0.733,0.757,0.073
ic50_oryctolaguscuniculus_cholesterylestertransferprotein,93,0.365,0.384,0.082,0.671,0.678,0.040
ic50_oryctolaguscuniculus_glycogenphosphorylasemuscleform,388,-0.152,-0.035,0.271,0.099,0.132,0.100
ic50_oryctolaguscuniculus_voltagegatedltypecalciumchannelalpha1csubunit,189,0.425,0.436,0.072,0.721,0.723,0.032
ic50_plasmodiumfalciparum_dihydroorotatedehydrogenasedhodh,294,-0.002,0.022,0.149,0.274,0.289,0.108
ic50_plasmodiumfalciparum_enoylacpreductasepfenr,21,-0.180,0.042,0.784,0.637,0.692,0.204
ic50_plasmodiumfalciparum_glucose6phosphate1dehydrogenase,56,0.158,0.180,0.100,0.505,0.515,0.087
ic50_plasmodiumfalciparumisolate3d7_farnesylpyrophosphatesynthase,28,-0.130,0.112,0.748,0.496,0.548,0.154
ic50_plasmodiumfalciparumisolatek1thailand_dihydrofolatereductasethymidylatesynthasedhfrtsmutantkicb1,289,-0.122,-0.094,0.110,0.076,0.086,0.076
ic50_pneumocystiscarinii_dihydrofolatereductasedhfr,802,-0.027,0.032,0.188,0.473,0.485,0.095
ic50_porcelliumfiumanum_glycogensynthasekinase3beta,19,0.156,0.212,0.208,0.568,0.590,0.170
ic50_porcelliumfiumanum_pepsina,49,0.242,0.263,0.130,0.596,0.609,0.122
ic50_pseudomonasaeruginosa_peptidedeformylase,35,-0.130,-0.051,0.240,0.187,0.239,0.210
ic50_rattus_agtr1,15,0.354,0.431,0.262,0.722,0.805,0.276
ic50_rattus_cholecystokininreceptor,1107,-0.046,-0.010,0.121,0.244,0.258,0.105
ic50_rattus_cox1,20,0.239,0.297,0.230,0.622,0.639,0.110
ic50_rattus_histamineh1receptor,16,0.047,0.089,0.204,0.390,0.411,0.160
ic50_rattus_muscarinicreceptorm1andm2,442,0.281,0.294,0.105,0.659,0.673,0.062
ic50_rattus_p2x2p2x3receptor,89,-0.027,0.032,0.176,0.367,0.379,0.110
ic50_rattus_serotonin3a5ht3a3b5ht3breceptor,303,0.009,0.037,0.140,0.285,0.297,0.111
ic50_rattusnorvegicus_acetylcholinesteraseandbutyrylcholinesteraseacheandbche,1446,-0.044,0.003,0.139,0.209,0.231,0.105
ic50_rattusnorvegicus_acetylcoacarboxylase1acc1,120,0.245,0.264,0.134,0.607,0.621,0.072
ic50_rattusnorvegicus_alphaadrenergicreceptor1aand1b,12,0.190,0.239,0.243,0.617,0.645,0.121
ic50_rattusnorvegicus_ccchemokinereceptortype1,15,0.246,0.278,0.187,0.631,0.645,0.116
ic50_rattusnorvegicus_cjunnterminalkinase3,45,-0.178,-0.085,0.274,0.180,0.190,0.117
ic50_rattusnorvegicus_deltakappaopioidreceptor,348,-0.026,-0.009,0.079,0.175,0.199,0.115
ic50_rattusnorvegicus_dipeptidylpeptidaseiv,180,0.504,0.513,0.085,0.772,0.780,0.046
ic50_rattusnorvegicus_endothelinconvertingenzyme1ece,68,0.223,0.240,0.097,0.555,0.563,0.084
ic50_rattusnorvegicus_estrogenreceptor,20,0.417,0.443,0.153,0.729,0.743,0.097
ic50_rattusnorvegicus_gabatransporter1,268,0.193,0.222,0.112,0.503,0.525,0.096
ic50_rattusnorvegicus_glucocorticoidreceptor,92,0.178,0.207,0.117,0.493,0.515,0.123
ic50_rattusnorvegicus_glutamatecarboxypeptidaseii,32,0.114,0.182,0.209,0.547,0.569,0.110
ic50_rattusnorvegicus_glutamatenmdareceptorsubunitepsilon2zeta1,217,0.334,0.386,0.155,0.694,0.716,0.089
ic50_rattusnorvegicus_glutamatereceptorionotropicnmda2c,16,-0.044,0.031,0.388,0.365,0.403,0.191
ic50_rattusnorvegicus_glycinereceptoralpha1chain,29,0.127,0.207,0.241,0.520,0.600,0.202
ic50_rattusnorvegicus_glycinetransporter2,47,-0.144,-0.083,0.197,0.137,0.160,0.144
ic50_rattusnorvegicus_glycogensynthasekinase3beta,148,0.046,0.064,0.111,0.323,0.360,0.128
ic50_rattusnorvegicus_growthhormonereleasinghormonereceptor,15,-0.229,-0.059,0.462,0.437,0.491,0.243
ic50_rattusnorvegicus_hmgcoareductase,991,0.112,0.165,0.173,0.590,0.609,0.071
ic50_rattusnorvegicus_hydroxyacidoxidase2,34,-0.189,-0.095,0.257,0.117,0.133,0.134
ic50_rattusnorvegicus_hypoxiainduciblefactorhifph2,25,-0.014,0.090,0.284,0.452,0.456,0.103
ic50_rattusnorvegicus_lysosomalphospholipasea1,20,-1.648,-0.393,2.322,0.063,0.094,0.137
ic50_rattusnorvegicus_neuropeptideyreceptortype5,26,0.360,0.376,0.101,0.668,0.677,0.070
ic50_rattusnorvegicus_opioidreceptor,422,-0.048,0.033,0.264,0.399,0.405,0.063
ic50_rattusnorvegicus_orexinreceptortype2ox2,12,-0.105,-0.029,0.350,0.289,0.352,0.267
