n_harmonics,base_freq,magnitudes,instruments
5,4.627257479319161,"[-4.27274700e-04  1.44297539e+00 -6.13483838e-01  5.15162369e-01
  1.18710514e+00]",[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]
1.4780841266842497,-0.33763842832748575
1.4825010289630507,-0.41880501402998843
1.48995696049934,-0.4757401521453404
1.5040634645918463,-0.7023998364092082
1.5041338823008905,-0.6696416673741153
1.5069581711438893,-0.6808195411385747
1.5205791793485295,-0.9006865981816946
1.527424572647572,-1.012309850718035
1.5378653531352615,-1.10672760454613
1.546151296426033,-1.209772465037351
1.5469370146946595,-1.2471527493801657
1.5477010622735747,-1.2183023916327849
1.5551048664876133,-1.3509552317611733
1.5596771826036182,-1.4291930027541488
1.5622424020749612,-1.5083712359387524
1.5680827608995616,-1.620187946001325
1.5777673566508907,-1.7683570060011595
1.581196044156366,-1.8516913909154846
1.5868248990891294,-1.9730417061107561
1.6038164747012953,-2.327575086071675
1.6047478016814525,-2.3488916174033037
1.605609868825698,-2.4036486290319528
1.6092180307998714,-2.4804388000452375
1.6116879899417418,-2.5500523565802755
1.6145151638965363,-2.6275014334399707
1.6147313193273432,-2.622523217833421
1.6149089191671244,-2.604986410824699
1.641143051865849,-3.2251588113820473
1.6476373044953743,-3.353343972347588
1.6530444784731788,-3.459672484389742
1.6616064425362707,-3.587344247861655
1.6641478325239847,-3.6372894981382493
1.675985502550236,-3.763079595002789
1.6775108031636305,-3.7510945438582857
1.678235428567712,-3.7841031906795926
1.681796718563815,-3.7869058181049033
1.691987872474253,-3.7632566580423634
1.7015113755899733,-3.6465633978909815
1.7040116871946047,-3.6411630607051
1.7100133995410811,-3.5282284166825915
1.7186414966515873,-3.360347016199073
1.7233236351854844,-3.222512119441726
1.7254969785392493,-3.1266979282313687
1.731149725010206,-2.9276996853428665
1.7336432355276656,-2.8513744101456506
1.7367652020701279,-2.7374862464881367
1.7382681828919493,-2.690680113967001
1.7420667790411928,-2.533254895204789
1.7507019329670532,-2.1413849808170116
1.7598313878248142,-1.646686330177886
1.764904131668441,-1.3857914335081916
1.7668093824651665,-1.323195374214308
1.7683206137038399,-1.2538844710649864
1.7749870825052456,-0.837352194027958
1.78056939392272,-0.5398841000754164
1.7846216508336346,-0.3016872794347205
1.7857522036875269,-0.2580809934699056
1.7943362236135405,0.23215730186315192
1.795643568771876,0.2928810923878963
1.7980218675053194,0.4323822391343422
1.7981294994169055,0.4186151627127311
1.7989868598397116,0.48337622819487536
1.7990806716407084,0.5138175078255737
1.8119954514459327,1.1749748241828564
1.8128732020205005,1.2272643629330566
1.8377411664176044,2.2096012285002886
1.841919932418996,2.3408342970418357
1.8464734086166734,2.4831795432268287
1.8581515086814724,2.639028529054026
1.8613551489099986,2.6884756714950915
1.877720597127432,2.6880439971771604
1.8883962442677582,2.5108011903855574
1.8908550044546688,2.4855302345283787
1.9005471392688698,2.2554185839202034
1.9010918552565421,2.2198794931761245
1.90666153268167,2.0868374140112538
1.9141820998692234,1.7982946020469304
1.9210616727203824,1.5544960704082964
1.9348200318237723,0.9625479968263403
1.9486190799664929,0.3253433075052699
1.9611846070232444,-0.23596157849231233
1.9709086950963437,-0.6211793052119563
1.9783417441465492,-0.8551132124994663
1.9831286336624903,-1.0200403393695978
1.9993456253316761,-1.3807872675550734
2.0063744004212873,-1.4688747961068738
2.006986340851247,-1.4931174349068586
2.0127891633044417,-1.5018805623947917
2.0190640777678848,-1.5239637418104512
2.0312271471679795,-1.4375214260699767
2.0362781061915163,-1.3656580596167904
2.0367210678970933,-1.3841399552306795
2.038011958028612,-1.3888824942288458
2.0386442692370697,-1.3376649151637077
2.0480440995231346,-1.1355674778707687
2.048249195179624,-1.1153648683423933
2.0484713677084034,-1.108352594685118
2.067791904759096,-0.5107179791836186
2.0705764007688625,-0.39599058783593083
2.0738575406180475,-0.2806951216132069
2.0830082538039036,0.06574431967995631
2.0835013484887295,0.0520761447536608
2.0862735588066164,0.1956899519448617
2.093649341267816,0.47911319773541017
2.095989259888679,0.5973877766513722
2.098850005455427,0.6762502671615159
2.1024181073635413,0.8523531187325669
2.1031017123132383,0.8673525376764574
2.1066493061784923,0.9782785983283668
2.1092524637691774,1.0687702214398989
2.1131902965469003,1.2101824699267536
2.1199546684359936,1.4708747625434568
2.1205113437692953,1.4942049648003477
2.1230810385605112,1.557113783810108
2.133209946868468,1.8167626133855335
2.1418799259455605,1.9797865971563733
2.1426597075705978,2.0253953042976427
2.146670714126854,2.082070481444521
2.149880506209148,2.1162761361554487
2.1513876963677747,2.1213534046140436
2.152528589799058,2.132510998156126
2.153486404265898,2.1193093218578647
2.1538202012640593,2.1580325437531833
2.1604216486298222,2.1923754900995225
2.1650943906616273,2.219108067618105
2.1664320144252676,2.1792576246285025
2.1686776143340962,2.2253651142676265
2.197437197813132,1.8102205821375874
2.218637018212986,1.2669220482601389
2.220638481053519,1.2083655865837357
2.228430984473201,0.9429463819634972
2.238984174087604,0.6301310922906398
2.2552427979145024,0.14042058883711106
2.257016121919932,0.09012314016008321
2.25961973199324,0.0656450770438392
2.2623360144951814,-0.037346896769385185
2.2626237815194523,-0.051672053488852794
2.26570893191691,-0.14165811002658363
2.2802422014215553,-0.41321578078802806
2.2839326798405555,-0.4912315769592864
2.2842458917752007,-0.5047343925114737
2.2871983561552245,-0.5305168805703806
2.2886634214958903,-0.5562897426347587
2.2894199975237495,-0.52053303212371
2.2927311971785773,-0.5952812343620524
2.3043749661409354,-0.6557830402946362
2.31250274256314,-0.6281205063526442
2.3141595579275496,-0.6497061909431477
2.31926940464729,-0.6028946684225485
2.341277784583906,-0.34286577369976107
2.3423052064602494,-0.332257083493535
2.3472121527007372,-0.2521128099639036
2.348525194933318,-0.22131769771569135
2.3540109245588043,-0.10663911583493964
2.3609291946012725,0.020241455178022137
2.3611197178896965,0.06728457322695676
2.362774965309767,0.06270035444012076
2.363723736763151,0.07500770759787923
2.367857374289967,0.14752111180316158
2.4018480917896863,0.8707968034602467
2.4106679087700966,1.0041167275800473
2.4153962412544017,1.0780151015222228
2.420120324452487,1.10404781953142
2.432219328827933,1.2174199074664211
2.4338041706589895,1.1918297578573835
2.443440985021846,1.204512320360213
2.4680364870153335,1.0225268564663714
2.470315073142422,1.0078041065555199
2.4782379187797643,0.8802696211766792
2.4848402309186888,0.7868217080406463
2.490301832667898,0.6839314616477808
2.49161932819318,0.6877237951266858
2.4989731120808196,0.5462150934722244
2.4995490084632515,0.5134463095781528
2.506143493892738,0.3734212328672962
2.510373408789418,0.3582420395825698
2.5104151913055883,0.3410074190170073
2.5204056477574106,0.16134232333249351
2.5224113651997797,0.13837867749706734
2.5255293651313266,0.0782762613626933
2.5355638650468633,-0.10873104497865585
2.5389405610038223,-0.08473150554765323
2.540287245688372,-0.12143435105078762
2.5469430400587365,-0.1900226606377059
2.5489824842934716,-0.17441786886329416
2.5539863295369427,-0.22755448877781634
2.5563867469394204,-0.23882523287483656
2.563436424067717,-0.2558878940474367
2.5667793561450694,-0.23869087636327477
2.571280490862815,-0.26864077799687863
2.5904593233531132,-0.12333412966626632
2.590718227439708,-0.09715822966975567
2.5982100344190844,-0.03660176392503986
2.599018772937148,-0.014482545200540391
2.6226086876621464,0.3652052086134309
2.6241921320704957,0.4042904357564538
2.6259595019305735,0.43012490684746196
2.6360117157366796,0.6323173590453618
2.6420998501653212,0.7308433164558062
2.6444376872738937,0.7760222943805015
2.6459336167438634,0.8378154900711404
2.651545876799875,0.9306863023972657
2.6593205003537337,1.0827077573803585
2.66791835956166,1.2368088209066965
2.677087950527664,1.3587067191750237
2.6810117739554427,1.3762772897446645
2.68428046091703,1.4460014348424055
2.6893621504977983,1.4513284564764968
2.7054362698673096,1.497933801410505
2.705935230090229,1.538233392948332
2.7107170805632723,1.4932824062285996
2.715269428379993,1.5075504087626004
2.715306397643519,1.50843209426191
2.7160322135596804,1.4929602907634643
2.7201427102680906,1.4852129209184508
2.720382782292969,1.516537210874497
2.7317931188642257,1.4111445137673266
2.735832546725864,1.3856823684668271
2.7492338383404915,1.1567210161577184
2.7566434427853554,1.0703447832990243
2.759004782470016,1.0490041398411576
2.7652749631649876,0.936289637828475
2.7694065960072143,0.8840508687865956
2.7730812595745906,0.8024480522839285
2.7745168167778536,0.798736203100625
2.782742922695874,0.597318765251896
2.783685812469102,0.5988272340899664
2.7858641615041844,0.5559332422952739
2.7903924747687396,0.45924474902310564
2.7984987643178094,0.28783607748077134
2.802172005927983,0.24260170640902579
2.8113959691879504,0.05693989066151828
2.8155060189300514,-0.008899509363019874
2.816675550543877,-0.03274452713287046
2.8171936892361424,-0.061980244738050014
2.823554937356855,-0.17187469111908696
2.829114647963724,-0.2577562604231164
2.8467719747163134,-0.4935725798901514
2.871738376144058,-0.8362962430133998
2.877869255586093,-0.8938077177749277
2.882573751024526,-0.9423769656185782
2.892033407631927,-1.0535167957252025
2.8990282369237796,-1.1642945211239064
2.8997996307035994,-1.144686504174607
2.908138978236929,-1.2704168214881904
2.917747524367705,-1.416028616362597
2.9185323790715714,-1.4376257905829783
2.918655244460048,-1.4547730279017181
2.9261033758599764,-1.5860360491022292
2.926608275523537,-1.6276038169055336
2.9351139280308685,-1.7809240504828128
2.9351579373582997,-1.7879901314895867
2.9364749018485705,-1.7602690206275267
2.9392924223868917,-1.8411279115471406
2.942906664324479,-1.893575975402048
2.9490491307346414,-2.0448473745028046
2.949614995925473,-2.078808569893259
2.954237393341006,-2.184455732661157
2.958252447219384,-2.2652157125032226
2.9710384264054293,-2.5793529069518377
2.9713868546078137,-2.5908565729666764
2.9736063326655167,-2.636238023468363
2.9777213396761093,-2.729947900782666
2.980514448292067,-2.804451163564614
2.9821625425145424,-2.8535285595208904
2.9851032497648866,-2.9133620310992816
2.9933007201651316,-3.1166678169544446
2.997510632682782,-3.2206770193773675
